id, Date, Own Capital, Assets, Long Term Liabilities, Current Liabilities, Current Asset, Non Current Asset, Long Credits
3562, 2016-10-03, 159841730.19, 991211573.29, 7518371.35, 2055730.89, 40175505.00, 57442173.34, 86267658.95
3563, 2016-10-04, 195408733.29, 835531040.98, 8518547.27, 4524568.82, 83802476.16, 87138693.68, 13477487.89
3564, 2016-10-05, 188038002.95, 853818527.43, 7334063.63, 9312707.87, 51477506.52, 72585929.63, 22314894.54
3565, 2016-10-06, 182491508.70, 1349878196.86, 6894198.09, 5265411.82, 85899115.06, 92774149.00, 76472684.35
3566, 2016-10-07, 146982471.13, 1255016996.14, 6523116.26, 6530169.84, 76781746.09, 71446735.69, 26751581.38
3567, 2016-10-08, 144930073.06, 1317514424.53, 8324842.36, 4677851.19, 94044833.04, 64912093.22, 87581841.32
3568, 2016-10-09, 188352385.48, 1087839852.33, 8299620.76, 3161377.56, 24597150.14, 85339235.43, 24756666.24
3569, 2016-10-10, 157572107.52, 969008143.82, 6279200.18, 5607025.84, 64703256.13, 61186305.06, 52934893.29
3570, 2016-10-11, 140399406.70, 1210215901.93, 8165539.44, 8950623.78, 64474262.84, 54727630.42, 54923244.33
3571, 2016-10-12, 163202977.70, 853371558.58, 9439249.13, 2956668.28, 34892770.98, 68889391.94, 29486674.23
3572, 2016-10-13, 177313553.30, 1223123422.52, 7568446.59, 2047971.21, 16013837.24, 56802520.59, 22816057.40
3573, 2016-10-14, 176902378.37, 880288462.75, 7941947.37, 9340794.67, 40295293.06, 38253506.31, 21881285.26
3574, 2016-10-15, 199190291.64, 1319829223.10, 7310956.41, 2448390.49, 37249985.15, 91267846.95, 19627145.87
3575, 2016-10-16, 150730557.22, 1176063286.20, 6578719.53, 5306513.98, 32883843.36, 15087534.26, 44566687.26
3576, 2016-10-17, 165835125.40, 1116136062.07, 7573580.96, 8117043.66, 14416832.89, 73689888.84, 29502801.34
3577, 2016-10-18, 168917390.14, 1054847954.50, 7597838.23, 6709354.00, 70726673.25, 49516020.86, 28042854.91
3578, 2016-10-19, 181572720.07, 983562098.17, 6968502.54, 1425635.67, 29458854.34, 33148894.09, 82823885.41
3579, 2016-10-20, 169567051.97, 998627930.56, 6351244.66, 6451413.38, 90682411.32, 69581685.31, 74729377.34
3580, 2016-10-21, 193780598.00, 1056469351.56, 8220974.84, 2798532.90, 82006884.61, 65618552.01, 12160053.81
3581, 2016-10-22, 194528740.64, 1128318497.40, 7831927.88, 8919780.94, 54543387.93, 53712427.65, 36253953.73
3582, 2016-10-23, 194783657.79, 1271238385.02, 6564093.53, 3674713.15, 19445357.05, 53387092.03, 60001671.26
3583, 2016-10-24, 167963926.67, 1038303165.51, 6748583.68, 5029890.49, 54699200.42, 60042635.25, 37022739.82
3584, 2016-10-25, 152072442.83, 1306323953.58, 7678657.68, 2527617.11, 32932828.72, 31455038.56, 49691845.35
3585, 2016-10-26, 180700648.50, 848319287.90, 8782387.23, 5856301.12, 42533405.15, 43638176.72, 84119367.38
3586, 2016-10-27, 146272962.63, 856894967.93, 6723200.36, 3330059.18, 42142187.20, 50761317.63, 23733442.71
3587, 2016-10-28, 148260274.58, 1172642499.25, 6875502.97, 4123615.74, 81060096.58, 53310493.65, 36616434.82
3588, 2016-10-29, 194037541.30, 945160850.24, 5940031.94, 1747989.08, 32497922.62, 79732043.66, 61495699.55
3589, 2016-10-30, 167728065.78, 1065922112.44, 7053055.86, 1678945.43, 26822492.87, 25841828.55, 83589089.80
3590, 2016-10-31, 192833606.02, 1020746297.31, 10178209.25, 5366835.54, 23944980.99, 51453475.26, 25321783.49
3591, 2016-11-01, 179245862.98, 898089122.78, 7742706.53, 2191098.61, 92587490.22, 90723802.71, 56752201.67
3592, 2016-11-02, 193685272.39, 1010604003.42, 9322966.45, 7219850.65, 93898795.49, 46079139.92, 27325893.36
3593, 2016-11-03, 175716746.23, 1020732626.19, 6851629.74, 2445133.45, 39203155.54, 64322169.48, 63549549.63
3594, 2016-11-04, 138072196.27, 910113497.59, 7104228.99, 1505866.84, 23597831.34, 31481178.48, 60158443.81
3595, 2016-11-05, 201467005.67, 1028647216.38, 7385182.22, 3432260.69, 40554006.77, 52903376.54, 78139420.65
3596, 2016-11-06, 192768644.53, 1321582724.57, 6687427.79, 8594316.93, 35081574.57, 71523622.57, 35512775.13
3597, 2016-11-07, 150300894.96, 1033915285.72, 5332739.94, 4654342.59, 66256100.57, 31031684.97, 77207516.69
3598, 2016-11-08, 184614484.51, 933476921.47, 7916744.07, 5037807.70, 88104042.04, 39091169.08, 31489243.77
3599, 2016-11-09, 174257933.72, 953476374.23, 7315973.02, 5912571.53, 54789837.83, 77291085.86, 41511365.87
3600, 2016-11-10, 190671392.34, 922554717.10, 8254731.44, 1924186.83, 23564055.85, 83363945.47, 52510068.95
3601, 2016-11-11, 147731226.67, 999006410.75, 8370447.47, 6450144.72, 64083273.07, 39965433.03, 45753726.20
3602, 2016-11-12, 149743833.48, 1090055154.04, 6095777.28, 8599198.04, 32208319.50, 46261547.95, 29289412.21
3603, 2016-11-13, 170635216.16, 842800202.45, 6637255.33, 3529665.86, 78728177.66, 77785431.50, 89795255.60
3604, 2016-11-14, 191491042.52, 1315479902.02, 6105329.61, 1557213.81, 37128904.58, 62956886.16, 32610149.02
3605, 2016-11-15, 151052097.55, 1162016341.25, 5557651.81, 4238691.56, 90083684.34, 87021606.89, 36524869.05
3606, 2016-11-16, 193013677.23, 1199709382.19, 6885905.03, 8477664.43, 35305574.28, 63314535.49, 35265375.33
3607, 2016-11-17, 198113946.69, 991081447.20, 6159335.80, 5825731.26, 35170919.31, 70752234.37, 25478196.94
3608, 2016-11-18, 158913907.78, 1346719234.43, 6783562.85, 6600650.63, 19778730.78, 87866811.82, 84720475.65
3609, 2016-11-19, 158704008.60, 1151076393.17, 7674723.42, 4816078.05, 16787332.07, 83993962.57, 24831556.84
3610, 2016-11-20, 197075181.52, 1321702846.65, 7061605.89, 2298171.12, 21739499.92, 30356391.60, 10552805.92
3611, 2016-11-21, 200462992.58, 1340742792.37, 9278822.49, 9193892.13, 42468142.09, 81727416.14, 62273168.78
3612, 2016-11-22, 170080772.24, 1247010658.60, 7158914.29, 3231345.33, 32122727.84, 32240202.97, 87131408.99
3613, 2016-11-23, 178600436.18, 849378295.42, 6965722.79, 8460942.03, 64641144.94, 63833652.78, 81745141.28
3614, 2016-11-24, 173165343.92, 1231767457.63, 7499508.82, 3444615.73, 46408574.69, 39357510.37, 77114061.89
3615, 2016-11-25, 171240889.15, 1029387930.26, 9281336.31, 4521889.40, 36935548.29, 46154883.04, 76666681.64
3616, 2016-11-26, 199624003.83, 1010399072.49, 8097930.68, 4591507.82, 88854585.01, 74301249.96, 82791357.47
3617, 2016-11-27, 140199191.19, 981630020.09, 9581820.99, 9055814.17, 23757876.71, 71584654.73, 60349695.69
3618, 2016-11-28, 181053741.55, 1104910879.87, 6602650.64, 6448489.58, 14368452.76, 26043789.99, 17858537.83
3619, 2016-11-29, 201356773.73, 1180485003.83, 7132093.79, 4160800.26, 24442968.81, 88361030.09, 41216852.43
3620, 2016-11-30, 176198536.18, 910565949.89, 5912888.19, 7137062.38, 42666428.04, 67778021.70, 31311702.65
3621, 2016-12-01, 155671809.12, 1308775772.47, 4974315.24, 6967799.76, 41964820.90, 60138672.01, 76739975.52
3622, 2016-12-02, 160665023.55, 1034534372.55, 7454087.94, 1682779.06, 44261755.93, 32007512.39, 71468995.50
3623, 2016-12-03, 171762780.81, 1145135741.38, 8619248.33, 8937439.44, 32449240.84, 48168454.60, 57287677.98
3624, 2016-12-04, 191998000.34, 1084889974.37, 9307329.75, 2923115.88, 47981827.42, 59754773.00, 16418687.39
3625, 2016-12-05, 179930977.11, 1243832716.82, 8158428.80, 3197356.22, 16154473.17, 36501338.99, 89330105.76
3626, 2016-12-06, 162572857.34, 1309581905.51, 7302264.68, 8229556.48, 84986497.61, 75848064.59, 14515958.36
3627, 2016-12-07, 185848521.23, 1288903945.06, 7970088.05, 2976420.18, 15935042.53, 73039513.05, 10252029.09
3628, 2016-12-08, 146867223.89, 844329214.79, 6304284.44, 7157329.82, 71327469.67, 58995025.94, 80320515.10
3629, 2016-12-09, 196249031.14, 1293471134.10, 7530262.02, 7079069.93, 79266617.61, 33182370.24, 55161642.59
3630, 2016-12-10, 147616412.54, 1313857742.59, 8496516.92, 6649794.84, 20215437.53, 71801662.87, 45986441.78
3631, 2016-12-11, 201355923.24, 1263278093.19, 6077516.14, 1530918.93, 86037401.39, 72475587.03, 61580709.20
3632, 2016-12-12, 153339977.32, 991570165.41, 5572122.89, 4233320.16, 22707589.97, 79884448.03, 65803110.43
3633, 2016-12-13, 182093779.55, 1320416952.59, 5319581.90, 4119428.02, 49828618.34, 81029094.65, 17107146.22
3634, 2016-12-14, 196291819.51, 1029099907.35, 7026236.57, 7489851.18, 61844393.60, 92661319.48, 26554258.93
3635, 2016-12-15, 200345582.57, 1239595021.13, 7069396.35, 8611845.89, 50834769.01, 23560822.25, 10595066.92
3636, 2016-12-16, 199480307.58, 939788238.01, 5731778.93, 8587586.73, 57827066.95, 65829021.96, 74721129.80
3637, 2016-12-17, 142934671.46, 1300081595.59, 7770937.09, 7838000.43, 67029128.94, 94256774.04, 72190515.27
3638, 2016-12-18, 150499615.31, 1176861949.43, 8313086.74, 9490854.84, 22201747.33, 72965864.77, 66172704.29
3639, 2016-12-19, 190939164.47, 864915617.55, 6744732.81, 6730666.80, 49841751.43, 83022861.51, 19807740.30
3640, 2016-12-20, 190638816.81, 1360416091.63, 5305547.20, 5719145.67, 39455913.07, 63460582.52, 28592866.96
3641, 2016-12-21, 203270509.00, 1019462536.17, 8458272.64, 9216980.22, 25577990.37, 26674419.71, 16525101.94
3642, 2016-12-22, 172517272.20, 1150801114.12, 7097017.51, 7948389.67, 58376364.41, 52570799.29, 33704516.96
3643, 2016-12-23, 193190874.71, 1200155988.38, 8496027.98, 8873702.93, 81255943.63, 87237074.97, 68922645.69
3644, 2016-12-24, 196263596.11, 1036031356.53, 7117806.50, 3417949.12, 22206395.11, 56436336.67, 14048813.60
3645, 2016-12-25, 159498600.63, 1256421881.77, 7992965.22, 8075280.30, 35309828.08, 94408730.29, 85929231.56
3646, 2016-12-26, 195274067.66, 1013809632.58, 7088916.36, 2669297.54, 57404918.90, 23875318.54, 43684651.58
3647, 2016-12-27, 175671243.38, 1266096936.55, 9265803.14, 1529084.62, 39940832.72, 29653067.39, 28383034.02
3648, 2016-12-28, 159448058.97, 991539518.31, 7050929.79, 7731486.45, 85308517.85, 37519814.78, 76651692.12
3649, 2016-12-29, 172097797.18, 861898173.47, 6680919.44, 4941358.91, 52369402.84, 29352015.59, 27209374.29
3650, 2016-12-30, 152146422.13, 1225726644.12, 7419098.77, 5301700.78, 92234255.81, 42136210.44, 17232777.16
3651, 2016-12-31, 191162932.62, 1068391799.78, 7218523.91, 4733561.31, 15006938.15, 52657155.17, 35924980.75
3652, 2017-01-01, 170650301.35, 1120306483.90, 5106755.83, 9391037.15, 63648822.24, 82833891.03, 15420126.34
3653, 2017-01-02, 193625880.41, 1016956811.04, 7892095.49, 9360438.44, 39287582.05, 33266469.68, 16868084.90
3654, 2017-01-03, 171801036.58, 1242028160.31, 9741601.10, 5469861.24, 95473913.14, 75222167.73, 70302422.04
3655, 2017-01-04, 163077992.89, 1217405975.72, 8754366.66, 7477805.84, 61567247.59, 51199146.64, 65855609.40
3656, 2017-01-05, 186838871.91, 1260603969.43, 7262192.86, 3599712.10, 44206144.47, 15740178.89, 32989914.42
3657, 2017-01-06, 180105017.01, 1134884965.05, 7809941.36, 7820200.48, 91019789.98, 53949124.12, 51893930.34
3658, 2017-01-07, 193824192.59, 988386943.25, 7258533.49, 7682740.31, 58798148.58, 29546441.47, 33449012.92
3659, 2017-01-08, 193177564.75, 1113233094.82, 7136676.18, 2352577.17, 91240708.93, 63374200.38, 34522226.05
3660, 2017-01-09, 138728447.17, 921827915.05, 5754822.94, 2389494.81, 26886283.34, 73389214.50, 27054775.05
3661, 2017-01-10, 156644207.78, 1274733230.57, 6706466.35, 8896142.69, 38447585.56, 64827184.80, 23621814.89
3662, 2017-01-11, 156309890.63, 1247751436.02, 7205318.27, 2861225.89, 48638624.13, 58822311.80, 48266615.69
3663, 2017-01-12, 175065718.21, 867166621.55, 6592629.22, 6778801.44, 90629019.51, 38001807.42, 78886415.03
3664, 2017-01-13, 153961857.35, 923695916.28, 6432213.94, 7588364.06, 22277989.69, 92438209.71, 51580282.16
3665, 2017-01-14, 203986589.54, 1077270801.85, 6737885.32, 7276518.12, 71418052.32, 32400687.91, 80799062.19
3666, 2017-01-15, 203851611.46, 1328394337.26, 5687023.55, 6995993.03, 84609530.30, 51986972.97, 80984113.92
3667, 2017-01-16, 196610441.89, 1101262519.92, 6911609.47, 2745496.91, 30990181.32, 59012084.75, 61052070.36
3668, 2017-01-17, 187510038.21, 1282350509.18, 8496220.27, 2970623.08, 74764390.51, 56027035.31, 60750711.00
3669, 2017-01-18, 197127329.89, 1217180555.41, 7389136.90, 7777685.91, 40273024.55, 47378185.86, 35606617.20
3670, 2017-01-19, 202528961.82, 1217814960.44, 6543700.20, 3155216.28, 67647273.75, 68813793.22, 24606805.05
3671, 2017-01-20, 141900854.41, 1071269873.25, 7535151.03, 7810614.47, 40646243.85, 15818723.74, 79629271.48
3672, 2017-01-21, 176664022.76, 989048409.89, 8422260.90, 7015861.12, 52673176.01, 68089406.18, 69167580.90
3673, 2017-01-22, 169213639.28, 1077279956.52, 8792122.69, 7965502.29, 30051019.23, 18560497.17, 30144676.42
3674, 2017-01-23, 163670831.27, 875248104.10, 7469676.45, 7061627.54, 91001458.86, 19655386.82, 30014101.53
3675, 2017-01-24, 200519617.64, 1272617543.76, 6645800.94, 8696595.07, 85090775.40, 65534507.71, 10261841.31
3676, 2017-01-25, 162133644.57, 1148915973.15, 9087233.97, 8405295.57, 56009457.35, 72543225.01, 38876587.91
3677, 2017-01-26, 175616477.59, 1022004784.62, 7509160.76, 3407646.73, 85356884.85, 49902577.77, 44699639.35
3678, 2017-01-27, 175512957.16, 1172945619.32, 6749217.11, 7458168.40, 57167733.53, 77915534.51, 78953759.77
3679, 2017-01-28, 145441052.64, 914228938.08, 5192839.07, 7648862.14, 92458169.27, 13731895.26, 48981373.19
3680, 2017-01-29, 172383646.04, 884103469.87, 7713469.80, 8462586.12, 18653293.14, 43934925.87, 44799822.81
3681, 2017-01-30, 173399578.57, 1005244040.69, 6889334.95, 3603925.41, 57485753.46, 23883514.30, 54845809.01
3682, 2017-01-31, 193336599.63, 1314254622.16, 6965981.75, 6907898.30, 73439426.65, 47412767.42, 63823102.15
3683, 2017-02-01, 202289500.87, 1235816321.81, 9181900.59, 4344437.70, 79131182.96, 91676777.67, 36598937.60
3684, 2017-02-02, 160319686.36, 1170503648.82, 6404870.02, 7730412.37, 60894043.53, 14632182.86, 38331847.71
3685, 2017-02-03, 152243683.52, 993317607.42, 6973459.13, 3960219.17, 25188620.96, 81971510.40, 56227489.26
3686, 2017-02-04, 140473444.01, 1367083599.30, 6838432.39, 6984316.80, 29969120.77, 15030566.44, 43525713.38
3687, 2017-02-05, 192069831.52, 998913696.85, 6268477.21, 9082470.67, 39200008.10, 67730744.25, 48527438.39
3688, 2017-02-06, 193532950.64, 984896547.39, 7532245.63, 1377919.49, 51285759.07, 29721748.85, 39666413.27
3689, 2017-02-07, 145962078.42, 862477573.98, 7367943.19, 9231748.42, 39070554.66, 59257652.95, 36689220.47
3690, 2017-02-08, 144734753.63, 1207895725.33, 8808593.88, 6288137.58, 40487426.80, 57064672.56, 86840925.00
3691, 2017-02-09, 180138889.70, 1230351485.90, 6945343.69, 8372540.27, 37038373.43, 82291524.82, 55535839.01
3692, 2017-02-10, 175030411.34, 1099051217.61, 9094840.64, 5674770.30, 78204298.09, 45961632.40, 38200386.74
3693, 2017-02-11, 181815930.77, 1256481413.56, 8935464.75, 4813883.03, 43371444.43, 94306136.33, 24991371.39
3694, 2017-02-12, 142606015.02, 1363553049.82, 7491293.74, 5672961.47, 65971586.02, 54057340.47, 78449112.68
3695, 2017-02-13, 177485537.30, 1073607535.63, 5867348.24, 7872442.10, 57312798.92, 18461059.00, 55797052.02
3696, 2017-02-14, 146952371.30, 1067930566.19, 6945910.15, 1606071.68, 56922856.29, 23091571.53, 28342666.20
3697, 2017-02-15, 170361474.13, 866908053.60, 5274073.83, 3802506.68, 59969981.07, 53769894.19, 46775416.42
3698, 2017-02-16, 137060833.35, 924776064.01, 9730221.81, 1524166.46, 19845717.40, 72061700.43, 43755158.97
3699, 2017-02-17, 152539786.25, 1253603591.42, 7414013.02, 8153130.10, 33920262.22, 41995973.55, 50241066.04
3700, 2017-02-18, 187395208.25, 1268510161.61, 7660520.75, 6960554.07, 81073515.90, 14507405.83, 36763996.22
3701, 2017-02-19, 188891814.65, 1110310419.65, 6448858.50, 4708815.15, 71159391.35, 68311757.68, 80433706.89
3702, 2017-02-20, 202282680.26, 931049041.79, 6271346.53, 3843193.96, 64673213.94, 47244623.79, 44443524.86
3703, 2017-02-21, 160798517.81, 1342588952.87, 7900932.48, 1906333.26, 75648316.20, 47735911.63, 50337605.54
3704, 2017-02-22, 198521466.91, 1171568225.77, 7247441.80, 2047451.68, 23734041.02, 17178519.52, 40927033.80
3705, 2017-02-23, 155388282.99, 959103880.82, 7942034.24, 4965807.14, 94338659.33, 59867331.84, 23922919.22
3706, 2017-02-24, 195847837.02, 973689523.94, 7330577.05, 8102408.92, 27895486.65, 74171677.10, 38858081.63
3707, 2017-02-25, 169283752.40, 1313795025.27, 6515299.68, 9172782.43, 22061495.26, 60484200.99, 45848911.13
3708, 2017-02-26, 184837865.23, 904731346.00, 6220157.17, 4390672.41, 45923892.81, 70804316.36, 20343067.79
3709, 2017-02-27, 148575373.35, 1088750892.18, 7899310.23, 2050018.11, 24562298.58, 78094352.62, 58033039.23
3710, 2017-02-28, 160249975.13, 1233725951.76, 6213920.58, 7163516.33, 86247632.91, 71271813.96, 50909346.81
3711, 2017-03-01, 190609151.80, 1073092268.33, 8952597.03, 5033094.99, 82978658.62, 64903506.38, 29904647.33
3712, 2017-03-02, 153845288.81, 1293087722.44, 7396760.62, 2730094.55, 41748288.21, 63809304.19, 85217025.29
3713, 2017-03-03, 149172567.49, 1209284663.36, 7087962.28, 2936852.25, 24910042.87, 75638657.98, 24843955.43
3714, 2017-03-04, 190043815.02, 1167777928.17, 5805741.86, 9092313.02, 32290191.01, 69558229.16, 59195235.73
3715, 2017-03-05, 143635948.98, 1127667231.93, 7039323.78, 7440663.09, 39523399.84, 42138910.89, 76431942.44
3716, 2017-03-06, 191819230.84, 1274219198.62, 7101391.30, 2151306.37, 64363342.45, 77997186.91, 36467018.51
3717, 2017-03-07, 156860890.45, 1207246487.86, 6486923.11, 3628716.49, 64130432.76, 18848537.58, 84760043.71
3718, 2017-03-08, 160908669.18, 1167633423.20, 6823994.93, 4315825.67, 91803950.05, 65878269.33, 11355060.66
3719, 2017-03-09, 172766723.97, 982140806.85, 6184262.81, 5258874.36, 53977990.01, 69305650.52, 18290000.44
3720, 2017-03-10, 188798920.06, 949863164.63, 5969950.49, 6896354.58, 48712839.32, 78334188.53, 12595920.47
3721, 2017-03-11, 165203370.28, 1290354874.72, 8522379.79, 2986787.13, 27688608.15, 85983551.15, 70271182.26
3722, 2017-03-12, 161041597.90, 907962201.09, 8087213.70, 6208515.08, 47749725.31, 87413404.52, 52775460.46
3723, 2017-03-13, 137920679.36, 1036220343.68, 5894910.79, 6380973.34, 77719515.55, 72473762.06, 39052640.37
3724, 2017-03-14, 188159235.96, 940649448.89, 7272164.70, 1640086.21, 88108964.98, 66281364.64, 11414391.09
3725, 2017-03-15, 150598681.31, 1259755090.15, 6845020.69, 4460815.44, 16259739.05, 25522501.41, 31855631.81
3726, 2017-03-16, 173804787.17, 873715102.65, 8276102.15, 7619394.59, 87495978.54, 57506965.76, 29437007.15
3727, 2017-03-17, 146592093.24, 1027946854.46, 8755484.70, 1486814.34, 40312534.31, 24600439.40, 61858331.86
3728, 2017-03-18, 139554671.60, 1021975829.26, 9447814.36, 6280713.93, 51325364.72, 77712353.76, 38849522.09
3729, 2017-03-19, 185060310.09, 1218429776.15, 7429825.25, 8061344.18, 56650047.70, 44543192.34, 22854988.98
3730, 2017-03-20, 149851942.51, 1194002951.59, 9200008.03, 2077970.95, 14809164.62, 61268129.84, 43808689.52
3731, 2017-03-21, 194929923.61, 1018223616.63, 5377456.37, 5018876.20, 45839652.41, 67783591.78, 64824756.11
3732, 2017-03-22, 198681727.11, 1326437447.94, 7860467.04, 4411741.47, 35008734.18, 59744036.07, 38897764.47
3733, 2017-03-23, 138115648.42, 1291517633.19, 7339747.74, 9134337.19, 24065215.46, 94581152.00, 78582613.33
3734, 2017-03-24, 143147388.94, 1011498266.02, 5626075.88, 3238795.20, 70609796.25, 33349319.04, 19244873.04
3735, 2017-03-25, 194582348.87, 1187285135.39, 7001125.57, 7602978.29, 18041511.73, 86078531.79, 10038241.72
3736, 2017-03-26, 146205108.09, 1152727798.93, 6087112.47, 7482111.11, 15328560.75, 62835995.29, 12603339.63
3737, 2017-03-27, 140124214.06, 1269244999.00, 8826935.75, 5080744.83, 46637541.45, 36882696.65, 80295340.84
3738, 2017-03-28, 156456894.61, 1094273615.40, 6981448.92, 7367335.61, 85877661.92, 68276087.45, 23226631.10
3739, 2017-03-29, 137677351.70, 931896121.58, 7140309.70, 8532411.10, 57795973.65, 72935209.82, 11163746.02
3740, 2017-03-30, 161784877.75, 1047754502.83, 7537786.37, 3383887.67, 85013950.80, 66292464.22, 60921722.34
3741, 2017-03-31, 153215110.13, 887314978.80, 7619026.88, 4863967.31, 38449011.81, 58657208.69, 50206547.18
3742, 2017-04-01, 179418344.28, 1095780561.91, 8419950.66, 4776674.34, 93923410.90, 24317824.56, 78888726.65
3743, 2017-04-02, 170400812.20, 906581161.68, 6424939.27, 7428166.73, 46170481.91, 58814112.13, 74718230.06
3744, 2017-04-03, 192346392.60, 1161273513.04, 8755197.97, 9150056.67, 54557085.06, 20948138.66, 85028152.99
3745, 2017-04-04, 151059267.27, 903207313.83, 9133526.75, 6047559.31, 46491737.24, 83998994.94, 55271956.20
3746, 2017-04-05, 175130106.30, 877814020.90, 8171724.78, 4957065.22, 78114574.66, 31960648.21, 44205222.40
3747, 2017-04-06, 144911833.41, 1224580087.06, 7506673.49, 4955058.72, 38372732.83, 78187522.49, 40147442.27
3748, 2017-04-07, 206066553.94, 1229783526.67, 7803427.67, 1417990.51, 47375366.13, 74165663.89, 70666937.91
3749, 2017-04-08, 185244356.00, 1084125982.48, 7492049.89, 6667316.72, 27874566.26, 93565533.29, 32801387.73
3750, 2017-04-09, 166745646.35, 1140627262.77, 6560470.57, 2400764.99, 63756405.90, 79288604.61, 64679471.73
3751, 2017-04-10, 163252485.89, 985015509.01, 8280063.78, 4246384.27, 27739657.73, 72519610.14, 21957060.16
3752, 2017-04-11, 190817853.08, 1312036158.64, 7314613.55, 4377245.51, 76854668.37, 19769971.92, 53853896.82
3753, 2017-04-12, 184453179.80, 896885444.88, 7964962.24, 8034023.02, 95227816.66, 47847309.78, 74964128.88
3754, 2017-04-13, 184041418.21, 999002501.95, 9455013.20, 4554895.63, 72558694.46, 91441647.68, 71293837.18
3755, 2017-04-14, 162673173.76, 1303539726.90, 7290465.99, 8742986.90, 44796253.39, 80309467.67, 72076917.03
3756, 2017-04-15, 186941771.79, 1151386961.32, 7847399.04, 6353206.92, 39711630.53, 42664390.93, 33475402.34
3757, 2017-04-16, 174025205.47, 1334561685.09, 6594496.23, 4288167.08, 74369954.87, 50490635.87, 27181823.59
3758, 2017-04-17, 174850039.80, 871007313.73, 7321578.65, 1538808.63, 64268031.25, 91841589.37, 53394658.08
3759, 2017-04-18, 157171642.62, 1210356808.65, 8096016.68, 2051740.62, 21502083.33, 22386101.99, 80959643.90
3760, 2017-04-19, 193257150.31, 1216738809.33, 6852251.94, 2104352.99, 77589446.13, 94461134.29, 23617283.38
3761, 2017-04-20, 138133152.06, 927233131.25, 7424447.68, 7919206.55, 69136568.19, 67205653.93, 41751065.95
3762, 2017-04-21, 157876388.04, 870108056.83, 8998720.69, 4364761.74, 54668363.31, 86525636.55, 20790020.55
3763, 2017-04-22, 197160375.90, 1134463245.18, 5271716.29, 7013816.37, 66206681.93, 25266077.74, 71966764.81
3764, 2017-04-23, 190768410.28, 1344510783.11, 5649386.20, 7407026.68, 61760780.99, 75822124.12, 28728205.62
3765, 2017-04-24, 157974269.31, 976594803.06, 8668817.21, 5987495.55, 67221418.99, 37699554.44, 13895859.46
3766, 2017-04-25, 146832574.92, 1155271219.83, 7135417.97, 8957650.59, 58437355.95, 95603686.89, 11514883.62
3767, 2017-04-26, 168587324.75, 1048690867.10, 6993419.81, 6738504.50, 85660235.67, 89743976.08, 12010743.24
3768, 2017-04-27, 189762556.11, 957180948.72, 6265401.57, 1405891.16, 61855675.82, 94018281.03, 52285250.95
3769, 2017-04-28, 169646209.36, 1299400946.07, 6265585.92, 6993336.30, 42243820.58, 62526416.03, 47114141.89
3770, 2017-04-29, 185180449.65, 1222334841.58, 6900984.43, 1567263.35, 45994517.25, 19607518.06, 59389651.72
3771, 2017-04-30, 141091617.45, 976074103.27, 7829535.61, 8783291.85, 84634248.23, 34924602.92, 34002691.96
3772, 2017-05-01, 143587881.57, 1174304096.17, 5484940.75, 7107240.70, 42961698.78, 80404283.90, 52118332.81
3773, 2017-05-02, 173736566.39, 1308983094.77, 6588852.59, 9538469.76, 95182165.66, 86220830.42, 60528285.10
3774, 2017-05-03, 177978849.33, 1001300860.20, 9009859.64, 8952908.22, 64807843.31, 43233029.54, 60711515.99
3775, 2017-05-04, 204149912.61, 1218180294.16, 6519658.08, 6262683.90, 33232182.53, 94161761.19, 27901130.73
3776, 2017-05-05, 187500233.28, 892002368.00, 6095285.25, 2243819.81, 75284507.40, 91151911.40, 22764291.32
3777, 2017-05-06, 193293617.21, 1298925173.09, 7650284.86, 5919582.24, 39425214.89, 33846827.42, 70768508.80
3778, 2017-05-07, 150690849.68, 1152043820.57, 7427278.41, 6288946.61, 14506800.12, 30437242.93, 78828184.53
3779, 2017-05-08, 169156999.97, 898391007.07, 7329919.55, 7944324.92, 36490419.70, 48338533.34, 28199917.62
3780, 2017-05-09, 156802173.32, 1201695442.61, 7970030.85, 5677904.72, 91502832.86, 88456297.28, 60445433.37
3781, 2017-05-10, 159995296.22, 990483918.87, 7583533.61, 4943899.53, 42138006.65, 35614516.89, 86142739.95
3782, 2017-05-11, 165002537.60, 1041418647.95, 5520690.66, 9089375.43, 33509796.33, 91364705.10, 49244992.06
3783, 2017-05-12, 204179215.90, 1184131496.66, 7551291.88, 1521063.35, 72271188.95, 75485765.46, 89439765.68
3784, 2017-05-13, 181587595.03, 1358490673.42, 7470400.30, 6431337.83, 22202615.59, 48422030.87, 77641260.55
3785, 2017-05-14, 166277536.74, 1093143901.20, 7096686.74, 5125076.91, 42563760.79, 15993299.09, 10023829.82
3786, 2017-05-15, 137868372.19, 905844368.64, 10098590.17, 2183482.31, 54814006.86, 37487287.66, 12707082.14
3787, 2017-05-16, 205778203.84, 873408351.63, 7420772.25, 4245751.05, 31937020.59, 20609500.25, 17386038.19
3788, 2017-05-17, 162988604.25, 1348234003.02, 6675455.47, 2061215.10, 63365509.54, 87625404.55, 33119110.24
3789, 2017-05-18, 173541738.79, 1032667319.11, 8149315.70, 7220404.90, 30369170.10, 69157910.18, 59781213.43
3790, 2017-05-19, 168077659.07, 1075063369.29, 6507429.01, 9194304.00, 23931109.58, 74494773.63, 31708441.32
