date, own_capital, borrowed_capital, assets, lt_liabilities, current_liability, current_asset, non_current_assets, long_credits
2016-12-10, 181406468.19, 17370881.78, 108104562.10, 7035812771.33, 7019078340.33, 17401328.01, 90703234.09, 16734431.00
2016-12-11, 129891618.39, 9477830.43, 51280263.39, 9833343020.91, 9817066553.67, -13665545.80, 64945809.20, 16276467.23
2016-12-12, 192458740.81, -19186175.11, 125200639.27, 9450065946.72, 9450119029.21, 28971268.87, 96229370.40, -53082.49
2016-12-13, 146978952.22, 26840383.62, 95047064.80, 6613710610.68, 6627535942.19, 21557588.69, 73489476.11, -13825331.52
2016-12-14, 177675848.90, -5780528.84, 64870671.45, 815021625.73, 825831377.25, -23967253.00, 88837924.45, -10809751.52
2016-12-15, 181459496.02, -488914.13, 85573525.67, 10922432333.97, 10937112895.27, -5156222.34, 90729748.01, -14680561.30
2016-12-16, 138037318.75, -10809094.97, 42966791.76, 9213323804.75, 9211048842.78, -26051867.61, 69018659.38, 2274961.97
2016-12-17, 101972920.71, 33310412.40, 48526848.40, 2081051212.70, 2087014873.71, -2459611.95, 50986460.36, -5963661.01
2016-12-18, 179859196.03, -1271294.90, 65345111.07, 460644023.14, 477466041.25, -24584486.95, 89929598.01, -16822018.11
2016-12-19, 106805403.04, -26286352.51, 72824555.98, 1645839934.34, 1662397263.44, 19421854.46, 53402701.52, -16557329.11
2016-12-20, 103250950.87, 6043402.44, 36080862.65, 6203799006.02, 6211739014.14, -15544612.79, 51625475.44, -7940008.13
2016-12-21, 69545465.33, -7347469.92, 19621690.03, 11508214719.69, 11486213786.67, -15151042.63, 34772732.66, 22000933.01
2016-12-22, 68298998.72, -6600445.88, 38447906.74, 4338634874.09, 4347723508.58, 4298407.38, 34149499.36, -9088634.49
2016-12-23, 70888575.17, -4004351.05, 12637496.64, 10853491142.91, 10870373260.24, -22806790.94, 35444287.59, -16882117.32
2016-12-24, 106140452.53, -18628767.59, 45270356.32, 3803754994.27, 3780496501.74, -7799869.94, 53070226.27, 23258492.54
2016-12-25, 117861023.80, 32005577.63, 69635056.68, 11310678024.95, 11320275268.09, 10704544.78, 58930511.90, -9597243.14
2016-12-26, 52898549.71, 7360867.14, 3034106.48, 8864277939.86, 8845535815.94, -23415168.38, 26449274.86, 18742123.92
2016-12-27, 58813268.97, 4629573.39, 65276808.44, 10921663531.38, 10935189288.17, 35870173.96, 29406634.49, -13525756.78
2016-12-28, 163230436.85, -20269757.79, 94428363.66, 10258106148.04, 10241573138.25, 12813145.24, 81615218.42, 16533009.79
2016-12-29, 104864626.62, 28757280.31, 78352865.01, 5012722461.95, 5027435941.92, 25920551.70, 52432313.31, -14713479.97
2016-12-30, 80813729.54, -5830996.25, 38226429.50, 493767550.96, 478346337.28, -2180435.27, 40406864.77, 15421213.69
2016-12-31, 67370195.31, 8630406.31, 41052215.12, 5347798838.83, 5356482572.05, 7367117.47, 33685097.66, -8683733.22
2017-01-01, 149838696.07, -16842276.99, 59041100.24, 9530432128.73, 9536027498.43, -15878247.80, 74919348.04, -5595369.70
2017-01-02, 169141687.18, -21790374.40, 64799862.61, 6981255975.50, 6961897242.78, -19770980.98, 84570843.59, 19358732.73
2017-01-03, 193752935.92, 20013078.63, 100484794.74, 7809315298.31, 7813973197.54, 3608326.78, 96876467.96, -4657899.23
2017-01-04, 157251632.13, -8143017.47, 86366797.31, 6476342568.01, 6488061010.98, 7740981.25, 78625816.06, -11718442.97
2017-01-05, 151654833.59, 26331995.54, 87484209.22, 4001810720.96, 3990645683.75, 11656792.43, 75827416.79, 11165037.20
2017-01-06, 156051817.49, 30990840.21, 72717179.20, 4946466867.51, 4924837004.11, -5308729.55, 78025908.74, 21629863.39
2017-01-07, 118845594.74, -21278330.01, 87302728.70, 7704185296.01, 7713290257.99, 27879931.33, 59422797.37, -9104961.98
2017-01-08, 108146580.53, -22388054.13, 87421419.61, 8294357034.52, 8297725614.07, 33348129.35, 54073290.27, -3368579.55
2017-01-09, 96743951.31, 31144703.97, 81340014.52, 1708556204.53, 1692711501.36, 32968038.87, 48371975.66, 15844703.17
2017-01-10, 171853848.01, 3361900.26, 114179429.59, 9664648777.12, 9651481430.26, 28252505.59, 85926924.00, 13167346.87
2017-01-11, 197426340.89, 5956702.74, 91596980.37, 1647377353.14, 1630516845.07, -7116190.08, 98713170.45, 16860508.07
2017-01-12, 78446863.02, -7629543.18, 76175997.90, 3013169814.72, 3028366283.97, 36952566.39, 39223431.51, -15196469.26
2017-01-13, 79940018.47, -2748164.28, 33113377.52, 1718042410.76, 1699931503.71, -6856631.72, 39970009.23, 18110907.05
2017-01-14, 102508676.78, -24168157.15, 31386515.73, 821976229.67, 813979730.87, -19867822.66, 51254338.39, 7996498.80
2017-01-15, 107431011.94, -12277406.41, 81117018.20, 8824074753.76, 8809320402.43, 27401512.23, 53715505.97, 14754351.34
2017-01-16, 112868584.27, -3309722.87, 31720028.36, 11154114576.96, 11164920362.74, -24714263.78, 56434292.13, -10805785.78
2017-01-17, 172406813.10, 9706832.75, 65664053.95, 5793047250.72, 5784635386.43, -20539352.60, 86203406.55, 8411864.30
2017-01-18, 95721245.88, 35530664.65, 45572018.64, 5143045454.11, 5129010974.47, -2288604.30, 47860622.94, 14034479.64
2017-01-19, 114898751.01, -21884913.92, 57466729.91, 449974917.22, 449457462.53, 17354.40, 57449375.51, 517454.69
2017-01-20, 145983432.32, -12107751.89, 51068750.47, 10906443309.66, 10888987530.25, -21922965.69, 72991716.16, 17455779.41
2017-01-21, 105096520.20, -5411353.57, 38421678.28, 8025543752.40, 8031261073.77, -14126581.81, 52548260.10, -5717321.37
2017-01-22, 51068499.87, 3270045.76, 32488389.86, 4271936850.28, 4258439524.24, 6954139.93, 25534249.94, 13497326.04
2017-01-23, 108823490.22, -13246672.36, 82428573.53, 7568122872.08, 7551345232.35, 28016828.42, 54411745.11, 16777639.74
2017-01-24, 129110047.56, 36734208.98, 72958199.00, 6826936659.79, 6824012353.00, 8403175.22, 64555023.78, 2924306.79
2017-01-25, 126880123.61, -9270754.87, 73899598.35, 5844159958.22, 5847161361.34, 10459536.54, 63440061.81, -3001403.12
2017-01-26, 118447557.51, 32950914.26, 93072797.37, 9427641859.50, 9418690966.39, 33849018.61, 59223778.75, 8950893.11
2017-01-27, 72693632.78, -19752982.60, 60553172.01, 304061275.55, 316837777.47, 24206355.61, 36346816.39, -12776501.92
2017-01-28, 98636006.88, -23401434.92, 46393214.31, 2573177859.73, 2559287383.34, -2924789.13, 49318003.44, 13890476.39
2017-01-29, 151256667.17, -9512589.25, 54395735.47, 8426557682.59, 8419761595.59, -21232598.12, 75628333.59, 6796087.00
2017-01-30, 121323132.34, -10981791.21, 64906330.52, 10073182285.41, 10081346845.13, 4244764.35, 60661566.17, -8164559.72
2017-01-31, 79615984.75, -15298836.91, 30038340.85, 6551047868.11, 6530534646.40, -9769651.52, 39807992.37, 20513221.71
2017-02-01, 130465455.46, -23209284.66, 97855552.65, 1773856674.24, 1783604050.81, 32622824.92, 65232727.73, -9747376.57
2017-02-02, 96496364.32, -8613687.97, 53131233.14, 5267819223.99, 5272947989.51, 4883050.98, 48248182.16, -5128765.52
2017-02-03, 85883261.20, 15076858.00, 28378348.31, 9431379068.49, 9422419683.30, -14563282.29, 42941630.60, 8959385.18
2017-02-04, 47492876.86, 15402116.79, 6611992.23, 8926986747.88, 8921167026.81, -17134446.20, 23746438.43, 5819721.07
2017-02-05, 94309063.40, 18903159.87, 66788414.27, 5648645753.81, 5630763989.53, 19633882.56, 47154531.70, 17881764.28
2017-02-06, 122900701.79, -23123981.09, 49358376.36, 4345576632.14, 4361667769.90, -12091974.54, 61450350.89, -16091137.77
2017-02-07, 54468708.16, 9732789.07, 34516337.86, 11509368829.56, 11491312637.38, 7281983.78, 27234354.08, 18056192.17
2017-02-08, 49737406.25, -4543091.84, 10038477.65, 6137692261.83, 6151079519.24, -14830225.48, 24868703.12, -13387257.41
2017-02-09, 196975661.23, 25502991.01, 125626175.01, 4256595160.77, 4250325644.56, 27138344.39, 98487830.62, 6269516.21
2017-02-10, 71124392.51, 30408988.02, 10701499.59, 185939728.97, 203007606.76, -24860696.66, 35562196.25, -17067877.79
2017-02-11, 54841888.20, -10987509.64, 63034635.97, 5665449274.79, 5670084169.99, 35613691.87, 27420944.10, -4634895.20
2017-02-12, 46957666.24, 11833232.41, 787927.54, 8036257014.40, 8017977045.12, -22690905.58, 23478833.12, 18279969.27
2017-02-13, 190807678.28, -4134094.97, 106062862.83, 4322676000.54, 4307704329.45, 10659023.69, 95403839.14, 14971671.09
2017-02-14, 191812697.92, -22775270.60, 99143850.61, 9930331055.14, 9933855227.44, 3237501.65, 95906348.96, -3524172.30
2017-02-15, 203109276.70, 103359.94, 94448783.80, 8150269789.78, 8134110184.76, -7105854.55, 101554638.35, 16159605.02
2017-02-16, 186357928.03, -10589872.11, 105199521.51, 6850736827.51, 6840600348.59, 12020557.50, 93178964.01, 10136478.93
2017-02-17, 89215182.79, -14229318.96, 62092662.76, 2874549208.34, 2885040169.34, 17485071.36, 44607591.40, -10490961.00
2017-02-18, 132599257.74, 31550362.15, 97474964.40, 5921644963.32, 5928632291.43, 31175335.53, 66299628.87, -6987328.11
2017-02-19, 160017861.81, 708114.32, 105613759.22, 11004990618.26, 10991947618.84, 25604828.32, 80008930.91, 13042999.42
2017-02-20, 100577826.59, 7531758.80, 82050978.00, 12023711616.72, 12007023776.63, 31762064.70, 50288913.29, 16687840.09
2017-02-21, 52215521.45, -17962004.28, 33849558.29, 10307270878.90, 10300903750.12, 7741797.57, 26107760.72, 6367128.78
2017-02-22, 78403813.19, 21637423.52, 56825358.46, 8868894289.86, 8886270943.64, 17623451.86, 39201906.60, -17376653.77
2017-02-23, 194930646.23, -7984357.31, 86832867.95, 1869909383.65, 1859263925.03, -10632455.17, 97465323.11, 10645458.62
2017-02-24, 150979586.13, -17048252.65, 98758365.33, 830855380.48, 845507083.81, 23268572.27, 75489793.06, -14651703.32
2017-02-25, 64744987.32, 16625092.06, 11222570.94, 9197884482.15, 9200302455.74, -21149922.72, 32372493.66, -2417973.59
2017-02-26, 179473433.00, 17886575.06, 105166888.41, 871162614.94, 875411007.63, 15430171.91, 89736716.50, -4248392.70
2017-02-27, 149912407.97, 23552954.81, 89169936.43, 8468913835.62, 8461160651.61, 14213732.45, 74956203.98, 7753184.00
2017-02-28, 201000773.38, -24315908.72, 128705317.08, 4760225590.65, 4742443581.68, 28204930.39, 100500386.69, 17782008.97
2017-03-01, 107570759.00, -18770385.40, 81989619.23, 4011452289.77, 4016696507.78, 28204239.72, 53785379.50, -5244218.00
2017-03-02, 75943788.02, 18370271.22, 75302633.27, 6407247757.36, 6418875395.34, 37330739.26, 37971894.01, -11627637.97
2017-03-03, 100366978.70, -20491525.68, 41271785.43, 1028786281.91, 1024569483.42, -8911703.92, 50183489.35, 4216798.49
2017-03-04, 204437398.04, -773668.97, 111315444.58, 4254062560.03, 4263394680.51, 9096745.56, 102218699.02, -9332120.48
2017-03-05, 171516474.09, -3691469.80, 110281935.26, 3789488220.32, 3790363825.16, 24523698.21, 85758237.04, -875604.84
2017-03-06, 66995251.51, -6104605.15, 18596291.11, 6425963830.60, 6410409480.03, -14901334.65, 33497625.76, 15554350.58
2017-03-07, 206926306.07, 14058621.48, 111448126.59, 5986730468.11, 5964758294.15, 7984973.55, 103463153.03, 21972173.96
2017-03-08, 196354550.92, 19323604.78, 92890180.53, 12001485512.81, 11983191847.28, -5287094.94, 98177275.46, 18293665.52
2017-03-09, 145861198.06, 73256.02, 104949733.66, 10274990512.74, 10287575169.77, 32019134.63, 72930599.03, -12584657.02
2017-03-10, 122497325.33, 35887835.60, 97763311.24, 10349761620.65, 10327619502.07, 36514648.57, 61248662.67, 22142118.58
2017-03-11, 198846431.35, -25159560.64, 104326763.19, 6615066008.59, 6624920148.77, 4903547.51, 99423215.68, -9854140.17
2017-03-12, 48564045.93, 716194.13, 38069028.73, 8524148002.79, 8535319687.67, 13787005.77, 24282022.97, -11171684.88
2017-03-13, 145428190.89, 31221530.76, 93249471.54, 3733741675.06, 3749688988.12, 20535376.10, 72714095.44, -15947313.06
2017-03-14, 123142455.06, -24819872.95, 62376969.05, 9773630934.31, 9788653319.16, 805741.51, 61571227.53, -15022384.84
2017-03-15, 74221419.54, 11600632.04, 16337080.37, 1478347950.26, 1461567822.10, -20773629.40, 37110709.77, 16780128.15
2017-03-16, 125935874.41, -9959487.84, 61440017.04, 8094387628.51, 8093319807.28, -1527920.16, 62967937.20, 1067821.23
2017-03-17, 194504969.64, 25544768.63, 114854737.51, 10608712058.67, 10597843339.29, 17602252.69, 97252484.82, 10868719.38
2017-03-18, 78423490.85, -17380618.00, 41457273.56, 937229896.96, 919487287.35, 2245528.14, 39211745.43, 17742609.61
2017-03-19, 206767978.39, 16510832.18, 130967725.45, 1039468593.32, 1026002498.20, 27583736.26, 103383989.19, 13466095.12
2017-03-20, 191753467.56, 12770869.27, 78342787.65, 8219913970.09, 8227812058.06, -17533946.13, 95876733.78, -7898087.97
2017-03-21, 105431227.47, -9513507.27, 88273878.25, 7176367992.21, 7153966406.89, 35558264.52, 52715613.73, 22401585.32
2017-03-22, 143039593.09, -25039266.67, 72229773.30, 6488375240.73, 6498888245.02, 709976.76, 71519796.55, -10513004.29
2017-03-23, 168810352.35, 22759758.89, 64148670.20, 7730480420.23, 7708789378.01, -20256505.98, 84405176.18, 21691042.23
2017-03-24, 199031000.77, 14795963.76, 124805517.14, 9999059103.88, 9981960915.09, 25290016.76, 99515500.39, 17098188.79
2017-03-25, 149232309.54, -1708163.31, 87180748.75, 9758314469.67, 9754889686.85, 12564593.98, 74616154.77, 3424782.82
2017-03-26, 87545017.12, 11170785.43, 70274378.13, 3782232125.74, 3799937109.57, 26501869.57, 43772508.56, -17704983.82
2017-03-27, 121858258.66, 31326567.53, 80430161.53, 7372307198.25, 7389872732.61, 19501032.20, 60929129.33, -17565534.36
2017-03-28, 157832199.62, 16139846.37, 103841048.31, 12310142019.50, 12313479547.02, 24924948.50, 78916099.81, -3337527.52
2017-03-29, 130112896.62, -11915009.30, 73217958.05, 6651408953.18, 6661735546.47, 8161509.74, 65056448.31, -10326593.30
2017-03-30, 100877036.98, 7092799.89, 66786685.43, 33513842.04, 30060747.52, 16348166.94, 50438518.49, 3453094.53
2017-03-31, 165678019.62, 16005454.69, 92929495.85, 821963967.33, 797137821.03, 10090486.04, 82839009.81, 24826146.30
2017-04-01, 57540000.90, 36820046.06, 29967485.01, 2996305302.22, 2973005888.19, 1197484.56, 28770000.45, 23299414.04
2017-04-02, 85011957.88, 14731958.94, 55786665.74, 6497599884.29, 6482062061.77, 13280686.80, 42505978.94, 15537822.52
2017-04-03, 160198760.08, -8795604.97, 83334171.21, 12001164017.35, 11996276577.54, 3234791.18, 80099380.04, 4887439.82
2017-04-04, 123478595.72, -15203755.70, 59039732.71, 5534321589.84, 5531105681.28, -2699565.15, 61739297.86, 3215908.56
2017-04-05, 97437569.49, 22566305.74, 44088304.94, 1343505220.30, 1333347149.16, -4630479.80, 48718784.74, 10158071.13
2017-04-06, 116532297.17, -22575698.07, 87307615.50, 1538796556.36, 1548158308.18, 29041466.91, 58266148.59, -9361751.83
2017-04-07, 57050619.10, 25833684.97, 50299246.56, 11459152010.09, 11454170503.70, 21773937.01, 28525309.55, 4981506.39
2017-04-08, 59051255.42, -9321834.35, 66335098.66, 658203888.25, 675271694.02, 36809470.95, 29525627.71, -17067805.77
2017-04-09, 181489079.71, 25689980.41, 115270707.02, 7046009275.36, 7022187238.34, 24526167.16, 90744539.86, 23822037.01
2017-04-10, 171142502.08, -13453354.18, 120829877.62, 6814374605.02, 6817342450.42, 35258626.58, 85571251.04, -2967845.40
2017-04-11, 150443475.45, 5656861.97, 74115632.84, 8593648793.80, 8588223989.04, -1106104.88, 75221737.72, 5424804.76
2017-04-12, 53703297.57, -1292121.97, 14956221.13, 10668458394.73, 10681864465.65, -11895427.65, 26851648.78, -13406070.92
2017-04-13, 109357769.68, 33327978.76, 48431248.12, 589764310.57, 589168834.59, -6247636.72, 54678884.84, 595475.97
2017-04-14, 80689666.20, -8370753.06, 69145847.38, 7324500458.74, 7309526831.01, 28801014.28, 40344833.10, 14973627.73
2017-04-15, 181943835.24, 6895424.13, 64450772.36, 1073237199.90, 1087834671.81, -26521145.26, 90971917.62, -14597471.91
2017-04-16, 65792470.10, -11311315.66, 69437963.14, 5477485287.26, 5474327976.47, 36541728.09, 32896235.05, 3157310.80
2017-04-17, 65570221.63, -24704878.95, 65155560.87, 7153506193.61, 7156296629.46, 32370450.05, 32785110.81, -2790435.85
2017-04-18, 91098277.40, -15931927.41, 39626844.55, 2913403895.40, 2921822718.63, -5922294.15, 45549138.70, -8418823.23
2017-04-19, 196358639.54, -10185766.62, 130923418.38, 2373112472.10, 2383602586.59, 32744098.61, 98179319.77, -10490114.50
2017-04-20, 190251255.12, -22750410.12, 90283844.13, 9293456509.87, 9292654014.06, -4841783.42, 95125627.56, 802495.81
2017-04-21, 117574671.49, -9603371.17, 46850637.31, 7598204523.27, 7580325020.51, -11936698.44, 58787335.75, 17879502.76
2017-04-22, 76084232.43, 24863255.52, 60975008.79, 11622718193.92, 11621612412.82, 22932892.57, 38042116.22, 1105781.09
2017-04-23, 119734747.71, 10149773.29, 42322429.68, 6431502338.18, 6413929082.39, -17544944.18, 59867373.86, 17573255.79
2017-04-24, 114888199.93, 8968002.10, 90671965.98, 11981485886.93, 11991130864.06, 33227866.02, 57444099.96, -9644977.13
2017-04-25, 99442401.46, -23774795.21, 75692440.61, 510733293.28, 521903640.08, 25971239.88, 49721200.73, -11170346.80
2017-04-26, 203946652.43, -15761244.07, 111011818.46, 6953608295.50, 6969911729.08, 9038492.24, 101973326.22, -16303433.57
2017-04-27, 198783673.78, -26342720.21, 109970885.18, 1438952102.81, 1416403999.86, 10579048.30, 99391836.89, 22548102.96
2017-04-28, 120922715.67, -20752819.16, 83295465.23, 1339545439.65, 1318361607.50, 22834107.39, 60461357.84, 21183832.15
2017-04-29, 198079514.60, 20106352.36, 132368863.38, 9849205545.50, 9853150563.87, 33329106.08, 99039757.30, -3945018.37
2017-04-30, 61343036.36, -288537.24, 60198834.80, 5855343383.30, 5872320828.32, 29527316.63, 30671518.18, -16977445.02
2017-05-01, 174141227.24, 18423620.99, 122117222.65, 7861441165.23, 7872970620.58, 35046609.03, 87070613.62, -11529455.35
2017-05-02, 137602239.22, 2802890.30, 85654601.79, 9083726542.41, 9074203986.08, 16853482.18, 68801119.61, 9522556.33
2017-05-03, 185125081.08, 3525616.00, 112182998.68, 7607223101.77, 7589322445.55, 19620458.14, 92562540.54, 17900656.22
2017-05-04, 56239765.62, -18105465.03, 59971414.89, 1310603387.47, 1313061025.05, 31851532.08, 28119882.81, -2457637.59
2017-05-05, 193797324.68, -6035362.12, 129968460.61, 10511692103.86, 10495263594.16, 33069798.26, 96898662.34, 16428509.70
2017-05-06, 173270574.33, -5246383.39, 108318400.13, 4530446117.57, 4518890052.17, 21683112.96, 86635287.16, 11556065.39
2017-05-07, 137889822.35, 13383983.39, 100392049.73, 10083669505.52, 10066430148.72, 31447138.56, 68944911.18, 17239356.80
2017-05-08, 72750372.69, 15756177.12, 9517569.33, 5590593290.42, 5606374759.25, -26857617.01, 36375186.34, -15781468.83
2017-05-09, 49429516.88, -15641731.21, 4905542.59, 9929356404.12, 9917874046.52, -19809215.85, 24714758.44, 11482357.60
2017-05-10, 126278155.71, 23691585.03, 76843215.48, 541800514.32, 551020859.00, 13704137.63, 63139077.86, -9220344.68
2017-05-11, 160751051.00, -8158893.26, 70230385.64, 7946301239.88, 7943749015.62, -10145139.86, 80375525.50, 2552224.26
2017-05-12, 120513016.71, 14665819.28, 98061705.94, 6534683015.05, 6541907438.62, 37805197.59, 60256508.36, -7224423.57
2017-05-13, 184039847.27, -9283780.14, 118700290.61, 1924609997.27, 1905734664.53, 26680366.98, 92019923.63, 18875332.74
2017-05-14, 63680354.07, 37684980.23, 68884750.22, 7835704053.45, 7817503219.83, 37044573.19, 31840177.04, 18200833.62
2017-05-15, 110966062.19, -11777138.27, 45101147.14, 9563665506.05, 9565446830.76, -10381883.95, 55483031.10, -1781324.71
2017-05-16, 177394190.91, -19644986.92, 60954633.46, 2515149023.81, 2507951947.31, -27742462.00, 88697095.45, 7197076.50
2017-05-17, 188910758.03, 24883489.61, 120714370.01, 6072059742.16, 6053472412.68, 26258991.00, 94455379.01, 18587329.48
2017-05-18, 66353622.64, -4755030.66, 10355099.41, 7308145599.82, 7323996912.76, -22821711.91, 33176811.32, -15851312.95
2017-05-19, 55941250.01, 26839659.36, 7303945.00, 4854783220.04, 4834810890.02, -20666680.01, 27970625.00, 19972330.03
2017-05-20, 79174616.02, 26707733.88, 53069668.11, 6107462916.05, 6097143301.04, 13482360.10, 39587308.01, 10319615.02
2017-05-21, 138786241.14, -4428359.32, 66907216.08, 8262311921.56, 8271823372.85, -2485904.49, 69393120.57, -9511451.29
2017-05-22, 142426939.74, -20225695.20, 79966987.33, 9213839424.60, 9196341036.03, 8753517.46, 71213469.87, 17498388.57
2017-05-23, 176935106.37, -9511649.61, 68091079.00, 11854829811.68, 11836610760.92, -20376474.18, 88467553.18, 18219050.76
2017-05-24, 195185826.71, -8167167.40, 128198233.64, 3716750977.49, 3724371852.20, 30605320.28, 97592913.36, -7620874.71
2017-05-25, 114466621.25, -13115177.32, 93188529.10, 5661440718.90, 5649900833.05, 35955218.48, 57233310.62, 11539885.85
2017-05-26, 101859220.88, -7530643.14, 42260070.81, 897892693.47, 876492516.53, -8669539.63, 50929610.44, 21400176.94
2017-05-27, 197463311.86, -6290849.00, 107327903.84, 7247383219.98, 7225330355.12, 8596247.91, 98731655.93, 22052864.85
2017-05-28, 57010307.87, -1357586.26, 7494536.83, 8685797202.42, 8675302391.31, -21010617.11, 28505153.94, 10494811.11
2017-05-29, 124399893.33, -10742660.85, 69373305.78, 6910413248.24, 6886766879.47, 7173359.11, 62199946.67, 23646368.76
2017-05-30, 81868983.72, 23633781.73, 52011568.31, 6762802985.26, 6781048563.70, 11077076.45, 40934491.86, -18245578.45
2017-05-31, 60786946.10, -26088322.41, 57178447.25, 6890964307.62, 6895109640.52, 26784974.20, 30393473.05, -4145332.90
2017-06-01, 144267513.43, -24359840.85, 63289988.75, 4273991495.35, 4265628588.68, -8843767.97, 72133756.72, 8362906.67
2017-06-02, 64186073.17, -25544277.24, 65908281.98, 600969916.06, 580856748.26, 33815245.40, 32093036.58, 20113167.80
2017-06-03, 55579326.09, 6622924.32, 6008158.37, 5788820961.90, 5806043326.49, -21781504.67, 27789663.04, -17222364.59
2017-06-04, 57880172.19, 7402808.78, 48909985.00, 5645928387.42, 5620858370.04, 19969898.90, 28940086.10, 25070017.38
2017-06-05, 200007255.59, 17491189.75, 78325730.81, 5786348174.41, 5782167329.33, -21677896.98, 100003627.79, 4180845.08
2017-06-06, 110271726.11, 3699351.88, 55201700.20, 7231846558.60, 7222790817.68, 65837.15, 55135863.05, 9055740.92
2017-06-07, 56510052.85, 35413623.33, 6032876.88, 8959685505.21, 8967456318.43, -22222149.55, 28255026.42, -7770813.22
2017-06-08, 139005457.32, -10488526.70, 54609808.48, 8971422896.34, 8960352664.93, -14892920.18, 69502728.66, 11070231.41
2017-06-09, 66387327.04, 10968277.29, 27432501.72, 2922838784.93, 2905189464.26, -5761161.80, 33193663.52, 17649320.68
2017-06-10, 95855284.42, -15827443.87, 71238909.59, 7120116764.17, 7125441234.13, 23311267.38, 47927642.21, -5324469.96
2017-06-11, 118779719.19, 5078606.56, 81134369.40, 3320519299.55, 3301570429.52, 21744509.81, 59389859.59, 18948870.03
2017-06-12, 112298323.14, -9695696.78, 74095939.92, 5520580823.88, 5506222407.31, 17946778.35, 56149161.57, 14358416.57
2017-06-13, 114721026.40, -1950252.16, 85459101.55, 8244978892.77, 8256419746.99, 28098588.35, 57360513.20, -11440854.22
2017-06-14, 89895841.29, 10307342.67, 41024781.62, 11053657802.17, 11048966477.61, -3923139.03, 44947920.65, 4691324.56
2017-06-15, 193074381.25, -9287641.08, 103856853.55, 1546264932.14, 1523576087.79, 7319662.92, 96537190.63, 22688844.35
2017-06-16, 137027491.11, 22115356.77, 41026309.34, 3493342231.53, 3488434566.92, -27487436.22, 68513745.55, 4907664.61
2017-06-17, 109545435.92, -15897672.28, 92413235.24, 10016618623.71, 10034758291.77, 37640517.28, 54772717.96, -18139668.06
2017-06-18, 111694851.69, -13073696.90, 33206186.78, 11747047363.45, 11731515161.89, -22641239.06, 55847425.85, 15532201.55
2017-06-19, 116169058.49, 38657841.66, 74749205.20, 86789720.70, 97595684.57, 16664675.95, 58084529.25, -10805963.87
2017-06-20, 182169670.96, 37885444.55, 98217745.34, 5415942785.04, 5424732104.87, 7132909.86, 91084835.48, -8789319.83
2017-06-21, 121375094.30, -19447659.11, 37102739.49, 8397148682.16, 8414183208.24, -23584807.66, 60687547.15, -17034526.08
2017-06-22, 177334125.53, 13055516.31, 124875893.27, 12300691240.47, 12280587028.03, 36208830.51, 88667062.77, 20104212.44
2017-06-23, 145184299.49, 37822452.40, 58367989.90, 8344024008.18, 8353597503.24, -14224159.84, 72592149.74, -9573495.06
2017-06-24, 164139396.09, 9063381.78, 76769263.93, 6413154891.00, 6411797150.10, -5300434.11, 82069698.05, 1357740.89
2017-06-25, 194277431.31, -24308204.76, 124796691.60, 119354362.95, 97806145.00, 27657975.95, 97138715.65, 21548217.96
2017-06-26, 88478619.63, 4773661.78, 22383117.70, 6649111097.66, 6635993978.46, -21856192.12, 44239309.81, 13117119.19
2017-06-27, 105775600.39, 2398791.72, 41324613.14, 10138191557.09, 10153205966.06, -11563187.06, 52887800.20, -15014408.97
2017-06-28, 78524726.55, -23091944.64, 48608137.90, 6004450410.08, 6011608666.28, 9345774.62, 39262363.28, -7158256.20
2017-06-29, 202781670.06, 25634719.16, 76038424.46, 5695800181.92, 5672440355.09, -25352410.57, 101390835.03, 23359826.83
2017-06-30, 195725532.42, 17935437.88, 104843174.00, 6581333949.27, 6573444500.22, 6980407.79, 97862766.21, 7889449.05
2017-07-01, 78010236.55, -7253034.17, 56092963.75, 11375516782.35, 11384030176.25, 17087845.48, 39005118.27, -8513393.90
2017-07-02, 67267307.75, -27659420.72, 5400883.96, 9751954451.77, 9729345565.29, -28232769.92, 33633653.88, 22608886.49
2017-07-03, 74200033.46, 39004192.11, 9250151.45, 9270741807.91, 9283630416.27, -27849865.28, 37100016.73, -12888608.36
2017-07-04, 65088601.55, 24332416.82, 24215872.61, 2596408709.70, 2573429175.37, -8328428.17, 32544300.78, 22979534.32
2017-07-05, 66965941.45, 9333561.16, 56984075.79, 776064842.34, 773172789.34, 23501105.06, 33482970.73, 2892053.00
2017-07-06, 184584508.88, 28653947.36, 65024454.48, 2875556360.82, 2851627029.90, -27267799.96, 92292254.44, 23929330.92
2017-07-07, 133683157.47, 25588533.38, 58561373.06, 10631998291.58, 10643303487.54, -8280205.68, 66841578.74, -11305195.96
2017-07-08, 184636936.62, -12107253.61, 86820187.55, 6925504008.66, 6935201534.77, -5498280.77, 92318468.31, -9697526.11
2017-07-09, 136703036.75, 23464376.25, 58394487.01, 8406203320.53, 8404146563.62, -9957031.37, 68351518.38, 2056756.91
2017-07-10, 123054262.34, -14605305.10, 57595720.64, 7586442447.53, 7577848723.59, -3931410.54, 61527131.17, 8593723.95
2017-07-11, 93757221.56, 4945756.27, 80842562.55, 3968973206.41, 3983629079.45, 33963951.77, 46878610.78, -14655873.05
2017-07-12, 86257482.19, -27248594.57, 30065321.45, 10212757579.56, 10199813396.81, -13063419.65, 43128741.10, 12944182.74
